readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@bauti>134_Negativicoccus_succinicivorans_GCF_902506685.1_Q0888$errorrate$0.05,?,?|?
@bauti>138_Parabacteroides_distasonis_GCF_012273055.1_ASM1227305v1$errorrate$0.05,3721,1|190
@bauti>139_Parabacteroides_johnsonii_GCF_020735865.1_ASM2073586v1$errorrate$0.01,?,?|?
@bauti>131_Enhydrobacter_aerosaccus_GCF_900167455.1_IMG-taxon_2582581318_annotated_assembly$errorrate$0.05,?,?|?
@bauti>136_Oligella_urethralis_GCF_900454325.1_57428_E01$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_030117.1 Canid herpesvirus 1 strain 0194  complete genome$errorrate$0.01,?,?|?
@virus>NC_030240.1 Catopsilia pomona nucleopolyhedrovirus isolate 416  complete genome$errorrate$0.05,?,?|?
@virus>NC_030200.1 Macaca nemestrina herpesvirus 7  complete genome$errorrate$0.01,1380,3|25556
@virus>NC_029996.1 Mocis latipes granulovirus  complete genome$errorrate$0.01,?,?|?
@virus>NC_029997.2 Urbanus proteus nucleopolyhedrovirus isolate Southern Brazil  complete genome$2pointsRearrangement$NA,?,?|?
@virus>NC_027916.2 Testudinid herpesvirus 3 strain 1976  complete genome$errorrate$0.05,357,3|22837
@virus>NC_029255.1 Myotis gammaherpesvirus 8 strain My-HV8/Myotis velifer incautus/USA/FCGHV/2011  partial genome$errorrate$0.01,?,?|?
@virus>NC_027016.1 Papio ursinus cytomegalovirus isolate OCOM4-52  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_029132.1 Macropodid herpesvirus 1 isolate MaHV1.3076/08  complete genome$errorrate$0.01,?,?|?
@virus>NC_028491.1 Diatraea saccharalis granulovirus  complete genome$errorrate$0.01,144,3|25395
@virus>NC_023442.1 Buzura suppressaria nucleopolyhedrovirus isolate Hubei  complete genome$errorrate$0.05,841,4|25488
@virus>NC_028099.1 Felis catus gammaherpesvirus 1 isolate 31286  complete genome$errorrate$0.01,2321,3|25550
@virus>NC_033620.1 Murine roseolovirus isolate YOK1  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_034266.1 Columbid alphaherpesvirus 1 strain HLJ  complete genome$errorrate$0.05,?,?|?
@virus>NC_033464.1 Sphenicid alphaherpesvirus 1 isolate lib01004 genome assembly  complete genome: monopartite$errorrate$0.05,?,?|?
@virus>NC_029311.1 Leporid herpesvirus 4 isolate LHV4012612  complete genome$errorrate$0.01,?,?|?
@virus>NC_034618.1 Ranid herpesvirus 3 isolate FO1_2015  complete genome$2pointsRearrangement$NA,?,?|?
@virus>NC_031761.1 Anticarsia gemmatalis multicapsid nucleopolyhedrovirus isolate AgMNPV-37  complete genome$2pointsRearrangement$NA,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_018504.1 Apocheima cinerarium nucleopolyhedrovirus  complete genome$errorrate$0.01,3037,3|25210
@virus>NC_032255.1 Plodia interpunctella granulovirus isolate Cambridge  complete genome$errorrate$0.05,?,?|?
@virus>NC_034446.1 Ateline alphaherpesvirus 1 isolate Lennette  complete genome$errorrate$0.01,3404,3|24140
@virus>NC_035117.1 Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota  complete genome$errorrate$0.01,?,?|?
@virus>NC_023677.1 Chimpanzee alpha-1 herpesvirus strain 105640  complete genome$errorrate$0.01,?,?|?
@virus>NC_018874.1 Abalone herpesvirus Victoria/AUS/2009  complete genome$errorrate$0.05,?,?|?
@virus>NC_023681.1 Mamestra brassicae MNPV strain K1  complete genome$errorrate$0.01,2211,3|24775
@virus>NC_018875.1 Epinotia aporema granulovirus  complete genome$errorrate$0.01,?,?|?
@virus>NC_019495.1 Cyprinid herpesvirus 2 strain ST-J1  complete genome$errorrate$0.05,?,?|?
@virus>NC_019491.1 Cyprinid herpesvirus 1 strain NG-J1  complete genome$errorrate$0.01,698,4|23278
@virus>NC_019945.1 Thysanoplusia orichalcea NPV isolate p2  complete genome$errorrate$0.01,2119,3|25131
@virus>NC_024306.1 Fruit bat alphaherpesvirus 1 DNA  complete genome$errorrate$0.01,?,?|?
@virus>NC_024303.1 Bovine herpesvirus 6 isolate Pennsylvania 47  complete genome$errorrate$0.05,?,?|?
@virus>NC_020231.1 Caviid herpesvirus 2 strain 21222  complete genome$errorrate$0.05,?,?|?
@virus>NC_020474.2 Elephantid herpesvirus 1  complete genome$errorrate$0.05,?,?|?
@virus>NC_024450.1 Falconid herpesvirus 1 strain S-18  complete genome$errorrate$0.05,?,?|?
@virus>NC_024625.1 Peridroma alphabaculovirus isolate GR_167  complete genome$errorrate$0.01,?,?|?
@virus>NC_024382.1 Alcelaphine herpesvirus 2 isolate topi-AlHV-2  complete genome$errorrate$0.05,?,?|?
@virus>NC_021923.1 Hemileuca sp. nucleopolyhedrovirus  complete genome$2pointsRearrangement$NA,?,?|?
@virus>NC_024771.1 Equid herpesvirus 3 strain AR/2007/C3A  complete genome$2pointsRearrangement$NA,?,?|?
@virus>NC_024696.1 Elephant endotheliotropic herpesvirus 5 strain Vijay  complete genome$errorrate$0.01,3653,3|24695
@virus>NC_024692.1 Penaeus monodon nudivirus  complete genome$errorrate$0.01,2958,4|24254
@virus>NC_021924.1 Choristoneura rosaceana alphabaculovirus  complete genome$errorrate$0.05,3697,4|25056
@virus>NC_025257.1 Erinnyis ello granulovirus  complete genome$errorrate$0.05,?,?|?
@virus>NC_025960.1 Agrotis segetum nucleopolyhedrovirus B isolate English  complete genome$errorrate$0.01,?,?|?
@virus>NC_026430.1 Condylorrhiza vestigialis MNPV  complete genome$errorrate$0.01,?,?|?
@virus>NC_022646.1 Clostera anastomosis granulovirus Henan  complete genome$errorrate$0.05,?,?|?
@virus>NC_023177.1 Choristoneura murinana alphabaculovirus strain Darmstadt  complete genome$errorrate$0.01,?,?|?
@virus>NC_022233.1 Porcine cytomegalovirus strain BJ09  complete genome$errorrate$0.01,?,?|?
@virus>NC_026268.1 Pseudoplusia includens SNPV IE  complete genome$errorrate$0.05,?,?|?
@virus>NC_026421.1 Equid herpesvirus 5 strain 2-141/67  complete genome$errorrate$0.05,2987,3|24426
@virus>NC_026922.1 Lambdina fiscellaria nucleopolyhedrovirus isolate GR15  complete genome$errorrate$0.01,?,?|?
@virus>NC_015398.1 Clostera anachoreta granulovirus  complete genome$errorrate$0.01,?,?|?
@virus>NC_026511.1 Spodoptera frugiperda Betabaculovirus isolate VG008  complete genome$errorrate$0.01,?,?|?
@virus>NC_023639.1 Mimivirus terra2 genome$errorrate$0.01,3697,3|25233
@virus>NC_008348.1 Leucania separata nuclear polyhedrosis virus strain AH1  complete genome$errorrate$0.05,?,?|?
@virus>NC_006151.1 Suid herpesvirus 1  complete genome$errorrate$0.05,?,?|?
@virus>NC_004812.1 Macacine herpesvirus 1  complete genome$errorrate$0.01,3340,3|24303
@virus>NC_008211.1 Ranid herpesvirus 1 strain McKinnell  complete genome$errorrate$0.05,?,?|?
@virus>NC_002577.1 Gallid herpesvirus 3  complete genome$errorrate$0.05,?,?|?
@virus>NC_007605.1 Human gammaherpesvirus 4  complete genome$errorrate$0.05,?,?|?
@virus>NC_008520.2 Anticarsia gemmatalis nucleopolyhedrovirus  complete genome$errorrate$0.05,?,?|?
@bacte>CP054015.1 Streptococcus gallolyticus strain FDAARGOS_755 chromosome  complete genome$errorrate$0.01,2592,3|25543
@virus>NC_002229.3 Gallid herpesvirus 2  complete genome$errorrate$0.01,?,?|?
@bacte>CP032159.1 Staphylococcus warneri strain 22.1 chromosome st_war_22.1  complete sequence$errorrate$0.01,?,?|?
@virus>NC_008293.1 Clanis bilineata nucleopolyhedrosis virus  complete genome$errorrate$0.01,2315,3|25065
@bacte>CP009043.1 Campylobacter iguaniorum strain 1485E chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP029185.2 Limnobaculum parvum strain HYN0051 chromosome  complete genome$errorrate$0.05,1141,8|23449
@bacte>CP074676.1 Pseudomonas qingdaonensis strain S-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP071766.1 Acinetobacter towneri strain GX3 chromosome  complete genome$errorrate$0.01,3078,5|24984
@bacte>AP017423.2 Pseudomonas izuensis DNA  complete genome$errorrate$0.01,?,?|?
@bacte>AP023184.1 Buttiauxella agrestis DSM9389 DNA  complete genome$2pointsRearrangement$NA,2989,15|24750
@bacte>AP024722.1 Pseudomonas stutzeri F2a DNA  complete genome$errorrate$0.05,?,?|?
@bacte>CP046228.1 Enterobacteriaceae endosymbiont of Plateumaris rustica isolate PrusSym chromosome$errorrate$0.05,2407,4|25914
@bacte>CP045650.1 Acinetobacter wanghuae strain dk386 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP065921.1 Staphylococcus pseudintermedius strain SP_11304-3A chromosome  complete genome$errorrate$0.05,3450,3|24987
@bacte>NZ_LN907858.1 Helicobacter typhlonius strain MIT 97-6810 isolate 1 chromosome I  complete sequence$errorrate$0.05,?,?|?
@bacte>NZ_CP012480.1 Streptococcus agalactiae strain NGBS128 chromosome  complete genome$errorrate$0.05,342,18|24716
@bacte>CP027986.1 Enterobacter sichuanensis strain SGAir0282 chromosome  complete genome$2pointsRearrangement$NA,452,10|24592
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP031253.1 Neisseria lactamica strain M17106 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP000932.1 Campylobacter lari RM2100 chromosome  complete genome$errorrate$0.01,2524,489|25946
@bacte>CP022278.1 Neisseria chenwenguii strain 10023 chromosome  complete genome$errorrate$0.01,3895,89|25897
@bacte>CP041247.1 Raoultella electrica strain DSM 102253 chromosome  complete genome$errorrate$0.01,2285,9|24549
@bacte>LT629800.1 Pseudomonas brenneri strain BS2771 genome assembly  chromosome: I$errorrate$0.05,3191,15|24215
@bacte>CP007039.1 Pseudomonas cichorii JBC1  complete genome$errorrate$0.05,?,?|?
@bacte>CP059565.1 Neisseria wadsworthii strain DSM 22245 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629753.1 Pseudomonas cedrina strain BS2981 genome assembly  chromosome: I$errorrate$0.01,3191,50|24434
@bacte>CP035946.1 Campylobacter canadensis strain LMG 24001 chromosome  complete genome$errorrate$0.05,2328,4|26227
@bacte>CP027723.1 Pseudomonas orientalis strain 8B chromosome  complete genome$errorrate$0.05,3248,6|24524
@bacte>CP063663.1 Lelliottia steviae strain LST-1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629777.1 Pseudomonas asplenii strain ATCC 23835 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP041970.1 Acinetobacter dispersus strain NCCP 16014 chromosome  complete genome$errorrate$0.05,2517,131|24333
@bacte>CP033844.1 Klebsiella oxytoca strain FDAARGOS_500 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP003881.1 Candidatus Moranella endobia PCVAL  complete genome$errorrate$0.05,?,?|?
@bacte>CP022562.1 Pseudomonas monteilii strain B5 chromosome  complete genome$errorrate$0.01,1137,13|24350
@bacte>CP071586.1 Pseudomonas germanica strain FIT28 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629762.1 Pseudomonas prosekii strain LMG 26867 genome assembly  chromosome: I$2pointsRearrangement$NA,?,?|?
@bacte>CP072610.1 Pseudomonas wenzhouensis strain A20 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP046200.1 Enterobacteriaceae endosymbiont of Donacia piscatrix isolate DpisSym chromosome$errorrate$0.05,1419,3|26455
@bacte>NZ_CP012257.1 Cronobacter universalis NCTC 9529 chromosome  complete genome$errorrate$0.05,453,3|24462
@bacte>LR822015.1 Streptococcus thermophilus isolate STH_CIRM_65 genome assembly  chromosome: STHERMO$errorrate$0.05,2529,215|24849
@bacte>CP081502.1 Streptococcus halichoeri strain Shali_VAS-CPH chromosome  complete genome$errorrate$0.05,2529,174|24821
@bacte>CP068551.1 Pseudomonas khazarica strain ODT-83 chromosome  complete genome$errorrate$0.05,3883,3|23895
@bacte>CP072888.1 Enterococcus raffinosus strain F162_2 chromosome  complete genome$errorrate$0.01,1907,156|25475
@bacte>CP035952.1 Pseudomonas tructae strain SNU WT1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>FM252032.1 Streptococcus suis BM407 complet genome  strain BM407$errorrate$0.01,?,?|?
@bacte>AP019007.1 Enterobacter oligotrophicus CCA6 DNA  complete genome$errorrate$0.01,3678,52|24522
@bacte>CP009365.1 Pseudomonas soli strain SJ10  complete genome$errorrate$0.05,2499,4|24165
@bacte>LT629788.1 Pseudomonas moraviensis strain BS3668 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>AP018400.1 Streptococcus ruminantium GUT187T DNA  complete genome$errorrate$0.01,358,8|24915
@bacte>CP046027.1 Neisseria brasiliensis strain N.177.16 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP047349.1 Proteus terrae subsp. cibarius strain ZN2 chromosome  complete genome$errorrate$0.05,113,139|24187
@bacte>CP046182.1 Enterobacteriaceae endosymbiont of Donacia fulgens isolate DfulgSym chromosome$errorrate$0.01,3696,6|26911
@bacte>CP046230.1 Enterobacteriaceae endosymbiont of Plateumaris consimilis isolate PconSym chromosome$errorrate$0.05,2407,6|26030
@bacte>CP076657.1 Campylobacter novaezeelandiae strain W441b chromosome  complete genome$2pointsRearrangement$NA,1681,22|21165
@bacte>LN999833.1 Enterobacteriaceae bacterium symbiont of Maconellicoccus hirsutus isolate DEMHIR genome assembly  chromosome: I$2pointsRearrangement$NA,3167,17|24504
@bacte>LT629763.1 Pseudomonas sabulinigri strain JCM 14963 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>LS483369.1 Neisseria cinerea strain NCTC10294 genome assembly  chromosome: 1$errorrate$0.05,888,325|25441
@bacte>LT629691.1 Pseudomonas thivervalensis strain BS3779 genome assembly  chromosome: I$errorrate$0.05,3065,12|24158
@bacte>CP013124.1 Pseudomonas mendocina S5.2  complete genome$errorrate$0.05,?,?|?
@virus>NC_030692.1 Borna disease virus 2  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,954,1|835
@virus>NC_027892.1 Canary bornavirus 2  complete cds$errorrate$0.05,?,?|?
@virus>NC_029549.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 2  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029550.1 High Plains wheat mosaic emaravirus segment 3  complete sequence$errorrate$0.01,3515,1|228
@virus>NC_029551.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 4  complete sequence$errorrate$0.05,3519,1|328
@virus>NC_029552.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 5  complete sequence$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_029553.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 6  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029554.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 7  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029555.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 8  complete sequence$errorrate$0.01,?,?|?
@bacte>CP053391.1 Acinetobacter lactucae isolate QL-1 chromosome  complete genome$errorrate$0.05,?,?|?
@virus>NC_029570.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 1  complete sequence$errorrate$0.01,?,?|?
@bacte>LT629702.1 Pseudomonas azotoformans strain LMG 21611 genome assembly  chromosome: I$errorrate$0.05,2701,3|24150
@virus>NC_029558.1 Raspberry leaf blotch virus segment RNA2  complete genome$errorrate$0.01,?,?|?
@virus>NC_029559.1 Raspberry leaf blotch virus segment RNA3  complete genome$errorrate$0.05,?,?|?
@virus>NC_029561.1 Raspberry leaf blotch virus segment RNA5  complete genome$errorrate$0.01,?,?|?
@virus>NC_029571.1 Raspberry leaf blotch virus isolate Pittenweem segment RNA6  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029572.1 Raspberry leaf blotch virus isolate Pittenweem segment RNA7  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029573.1 Raspberry leaf blotch virus isolate Pittenweem segment RNA8  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029567.1 Raspberry leaf blotch virus segment RNA1  complete genome$errorrate$0.05,?,?|?
@virus>NC_029563.1 Fig mosaic virus mRNA for putative nucleocapsid protein (N gene)  isolate Gr10$errorrate$0.01,387,1|45
@virus>NC_029568.1 Fig mosaic virus RNA6 gene for p6 protein  genomic RNA  isolate Gr10$errorrate$0.05,?,?|?
@virus>NC_029560.1 Raspberry leaf blotch virus segment RNA4  complete genome$errorrate$0.05,?,?|?
@virus>NC_029564.1 Fig mosaic virus mRNA for P4 protein (RNA4 gene)  isolate Gr10$errorrate$0.01,?,?|?
@virus>NC_029565.1 Fig mosaic virus mRNA for putative glycoprotein precursor (RNA-2 gene)  isolate Gr10$errorrate$0.01,?,?|?
@virus>NC_029557.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA4  gene for putative movement protein  genomic RNA$errorrate$0.05,?,?|?
@virus>NC_029569.1 Pigeonpea sterility mosaic emaravirus 1 segment RNA5  viral cRNA for p5 (p5 gene)$errorrate$0.05,?,?|?
@virus>NC_029556.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA2  gene for putative glycoprotein precursor  genomic RNA$errorrate$0.01,?,?|?
@virus>NC_029574.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA3  gene for putative nucleocapsid protein  genomic RNA$errorrate$0.01,?,?|?
@bacte>CP054205.1 Pseudomonas rhodesiae strain NL2019 chromosome  complete genome$errorrate$0.05,3133,15|24630
@virus>NC_029566.1 Fig mosaic virus RNA5 gene for p5 protein  genomic RNA  isolate Gr10$errorrate$0.01,?,?|?
@virus>NC_029578.1 Blueberry shoestring virus genomic RNA  polyprotein  strain: BSSV$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_029575.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA1  RdRp gene for RNA dependent RNA polymerase  genomic RNA$errorrate$0.01,?,?|?
@virus>NC_030691.1 Aquatic bird bornavirus 2  complete cds$errorrate$0.01,?,?|?
@virus>NC_017862.1 Equine papillomavirus 3  complete genome$errorrate$0.01,3617,2|2769
@virus>NC_017939.1 Grapevine deformation virus RNA1  complete genome$errorrate$0.01,?,?|?
@virus>NC_029648.1 Cotton leaf curl Shadadpur virus  complete genome  isolate Sha$errorrate$0.05,?,?|?
@virus>NC_017937.1 Nariva virus  complete genome$errorrate$0.01,?,?|?
@bacte>CP073084.1 Streptococcus oriscaviae strain HKU75 chromosome  complete genome$errorrate$0.01,2251,3|25179
@virus>NC_017938.1 Grapevine deformation virus RNA2  complete genome$errorrate$0.01,?,?|?
@virus>NC_017988.1 Persimmon cryptic virus segment 2  isolate SSPI  complete genome$errorrate$0.01,?,?|?
@virus>NC_017989.1 Persimmon cryptic virus segment 1  isolate SSPI  complete genome$errorrate$0.05,?,?|?
@virus>NC_017977.1 Vallota speciosa virus  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_029617.1 Lake Sarah-associated circular virus-28 isolate LSaCV-28-LSGA-2013  complete sequence$2pointsRearrangement$NA,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_017916.1 Pig stool associated circular ssDNA virus GER2011  complete genome$errorrate$0.01,?,?|?
@virus>NC_017994.1 Human papillomavirus type 136  complete genome$errorrate$0.05,?,?|?
@virus>NC_029691.1 Ixeridium yellow mottle virus 1 isolate Bonghwa  complete genome$errorrate$0.05,?,?|?
@virus>NC_017914.1 Artemisia virus A  complete genome$errorrate$0.05,?,?|?
@virus>NC_017970.1 Sweet potato virus 2  complete genome$errorrate$0.05,?,?|?
@virus>NC_017917.1 Maize streak Reunion virus  complete genome$errorrate$0.05,2552,1|924
@virus>NC_017936.1 Bat sapovirus TLC58/HK  complete genome$errorrate$0.01,?,?|?
@virus>NC_017995.1 Human papillomavirus type 137  complete genome$errorrate$0.01,2315,2|979
@virus>NC_011348.1 Tomato yellow leaf distortion virus DNA A  complete genome$errorrate$0.01,?,?|?
@virus>NC_017967.1 Hippeastrum mosaic virus  complete genome$2pointsRearrangement$NA,?,?|?
@virus>NC_017913.1 Tomato yellow leaf distortion virus clone EF5N segment DNA-B  complete sequence$errorrate$0.05,?,?|?
@virus>NC_017996.1 Human papillomavirus type 140  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@virus>NC_029803.1 Deinbollia mosaic virus isolate DB_T1B segment DNA-B  complete sequence$errorrate$0.01,2274,1|486
@virus>NC_017991.1 Botrytis porri RNA virus 1 RNA 2  complete genome$errorrate$0.05,713,1|889
@virus>NC_029804.1 Deinbollia mosaic virus isolate DB_T1A segment DNA-A  complete sequence$errorrate$0.05,?,?|?
@bares>MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,928,55|129
@virus>NC_029782.1 Phytophthora infestans RNA virus 4 isolate FLa2005  complete genome$errorrate$0.01,?,?|?
@bacte>CP046210.1 Enterobacteriaceae endosymbiont of Donacia semicuprea isolate DsemSym chromosome$errorrate$0.01,2967,5|26614
@virus>NC_017990.1 Botrytis porri RNA virus 1 RNA 1  complete genome$errorrate$0.01,?,?|?
@virus>NC_029797.1 Megabat bufavirus 1 NS1  VP1  VP2 genes for nonstructural protein 1  capsid protein VP1  capsid protein VP2  complete cds  isolate: MAG12-57$errorrate$0.05,?,?|?
@bares>MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,929,13|86
@bares>MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.01,931,35|52
@bares>MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,932,5|40
@bares>MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,0,5|53
@randomSequence$randomSequence$NA,?,?|?
@bares>MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,1,8|94
@bares>MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,0,65|287
@bares>MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.05,930,56|270
@bares>MEG_14|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,?,?|?
@virus>NC_029799.1 Iris yellow spot virus segment L  complete sequence$errorrate$0.01,?,?|?
@bares>MEG_13|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,935,43|63
@bares>MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.01,934,267|303
@bares>MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.01,1,84|234
@virus>NC_029783.1 Grapevine leafroll-associated virus 13 genomic RNA  complete genome  isolate: a177$errorrate$0.05,?,?|?
@bares>MEG_15|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,937,49|96
@bares>MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation$errorrate$0.01,0,163|488
@bares>MEG_17|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,939,47|152
@bares>MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,940,100|198
@bares>MEG_22|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,942,16|60
@bares>MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,2,11|113
@bares>MEG_16|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$2pointsRearrangement$NA,938,264|270
@bares>MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,2,42|271
@bares>MEG_24|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,944,11|11
@bares>MEG_19|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME$errorrate$0.05,941,80|207
@bares>MEG_25|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,3,18|120
@bares>MEG_26|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,3,30|142
@bares>MEG_27|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,3,24|85
@bares>MEG_29|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,945,3|75
@bares>MEG_28|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,945,23|144
@bares>MEG_33|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,5,22|80
@bares>MEG_32|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,4,36|36
@bares>MEG_30|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,946,15|137
@bares>MEG_31|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,947,20|64
@bares>MEG_34|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,958,3|20
@bares>MEG_23|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,943,237|289
@bares>MEG_37|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,6,53|69
@bares>MEG_35|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$2pointsRearrangement$NA,6,171|181
@randomSequence$randomSequence$NA,?,?|?
@bares>MEG_38|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,25,14|111
@bares>MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,2,2|25
@bares>MEG_40|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,949,52|89
@bares>MEG_42|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,950,15|28
@bares>MEG_36|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,948,212|232
@bares>MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,2,9|25
@randomSequence$randomSequence$NA,?,?|?
@bares>MEG_43|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,951,80|156
