taxon_id,taxon_name,genome_coverage,read_depth
768,>MEG_6986|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38;>MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39;>MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39;>MEG_6989|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39;>MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,1|497,1
780,>MEG_7089|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK;>MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK;>MEG_7091|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,3|522,3
805,>MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ;>MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,1|434,1
813,>MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation;>MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation;>MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation;>MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,8|532,2
817,>MEG_7339|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA;>MEG_7340|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA;>MEG_7344|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA;>MEG_7406|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,1|854,1
841,>MEG_7429|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD;>MEG_7433|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD;>MEG_7517|Drugs|Glycopeptides|VanM-type_regulator|VANSM;>MEG_7518|Drugs|Glycopeptides|VanM-type_regulator|VANSM,5|916,2
844,>MEG_7448|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN;>MEG_7451|Drugs|Glycopeptides|VanA-type_regulator|VANRA;>MEG_7453|Drugs|Glycopeptides|VanA-type_regulator|VANRA;>MEG_7548|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,1|280,1
850,>MEG_7534|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN;>MEG_7535|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN,1|793,1
852,>MEG_7543|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG;>MEG_7544|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,2|312,1
871,>MEG_7691|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA;>MEG_7692|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,1|321,1
887,>MEG_8079|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBA|RequiresSNPConfirmation;>MEG_8171|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KATG|RequiresSNPConfirmation,1|538,1
888,>MEG_8250|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation;>MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation;>MEG_8252|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation;>MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation;>MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,328|923,3
896,>MEG_8364|Drugs|betalactams|Class_D_betalactamases|OXA;>MEG_7911|Drugs|betalactams|Class_C_betalactamases|ADC,2|31,1
897,>MEG_7891|Drugs|betalactams|Class_C_betalactamases|ACT;>MEG_7894|Drugs|betalactams|Class_C_betalactamases|ACT;>MEG_7898|Drugs|betalactams|Class_C_betalactamases|ACT;>MEG_7900|Drugs|betalactams|Class_C_betalactamases|ACT,6|65,2
899,>MEG_7928|Drugs|betalactams|Class_C_betalactamases|ADC;>MEG_7950|Drugs|betalactams|Class_C_betalactamases|ADC,7|19,5
926,>MEG_8421|Drugs|betalactams|Class_D_betalactamases|OXA;>MEG_8141|Drugs|Aminoglycosides|Gentamicin-resistant_ATP-binding_protein|GRDA;>MEG_8140|Drugs|Aminoglycosides|Gentamicin-resistant_ATP-binding_protein|GRDA,1|237,1
928,>MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,206|470,3
929,>MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,49|131,5
930,>MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,104|189,3
931,>MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,153|341,3
932,>MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,58|167,3
933,>MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,107|446,3
934,>MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,281|446,3
935,>MEG_13|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,43|176,1
936,>MEG_14|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,196|272,1
937,>MEG_15|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,49|181,1
938,>MEG_16|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,262|264,2
939,>MEG_17|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,47|194,1
940,>MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,100|204,1
941,>MEG_19|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,80|211,1
942,>MEG_22|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,16|165,1
943,>MEG_23|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,262|289,4
944,>MEG_24|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,11|180,1
945,>MEG_28|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,24|25,3
946,>MEG_30|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,15|15,1
947,>MEG_31|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,20|151,1
948,>MEG_36|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,223|292,2
949,>MEG_40|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,52|150,1
950,>MEG_42|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,15|154,1
951,>MEG_43|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,79|109,1
953,>MEG_48|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,164|286,2
954,>MEG_49|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,75|168,2
955,>MEG_52|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,199|249,3
956,>MEG_53|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,162|189,2
957,>MEG_54|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,180|293,2
958,>MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,52|100,3
959,>MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,113|292,1
960,>MEG_58|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,3|289,1
961,>MEG_60|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,62|96,2
962,>MEG_61|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,49|69,2
963,>MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,151|284,2
965,>MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,139|179,2
976,>MEG_88|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,133|524,3
1006,>MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1|28,1
1029,>MEG_163|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1|7,1
1046,>MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1|345,1
1093,>MEG_269|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3|202,1
1096,>MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2|191,2
1109,>MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1|52,1
1110,>MEG_306|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1|107,1
1124,>MEG_369|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAF,187|477,1
1125,>MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,244|477,1
1126,>MEG_371|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|ABCA,91|1574,1
1132,>MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,129|507,1
1133,>MEG_385|Drugs|betalactams|Class_C_betalactamases|ACC,53|128,2
1135,>MEG_391|Drugs|betalactams|Class_C_betalactamases|ACC,173|372,1
1136,>MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,124|324,2
1137,>MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,133|1002,3
1138,>MEG_398|Metals|Arsenic_resistance|Arsenic_resistance_membrane_transporter|ACR3,193|403,2
1139,>MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,195|412,1
1140,>MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,96|395,1
1141,>MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,119|1018,2
1142,>MEG_402|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,99|409,1
1143,>MEG_403|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRC,64|511,1
1144,>MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,108|1106,2
1145,>MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,201|405,1
1151,>MEG_416|Drugs|betalactams|Class_C_betalactamases|ACT,9|30,1
1152,>MEG_417|Drugs|betalactams|Class_C_betalactamases|ACT,4|31,1
1153,>MEG_418|Drugs|betalactams|Class_C_betalactamases|ACT,63|89,1
1154,>MEG_419|Drugs|betalactams|Class_C_betalactamases|ACT,24|79,1
1155,>MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,76|211,1
1156,>MEG_421|Drugs|betalactams|Class_C_betalactamases|ACT,15|80,1
1157,>MEG_435|Drugs|betalactams|Class_C_betalactamases|ACT,13|33,1
1158,>MEG_440|Drugs|betalactams|Class_C_betalactamases|ACT,28|62,1
1159,>MEG_441|Drugs|betalactams|Class_C_betalactamases|ACT,72|166,1
1161,>MEG_446|Drugs|betalactams|Class_C_betalactamases|ACT,4|33,1
1162,>MEG_447|Drugs|betalactams|Class_C_betalactamases|ACT,23|53,1
1163,>MEG_448|Drugs|betalactams|Class_C_betalactamases|ACT,89|281,2
1164,>MEG_453|Drugs|betalactams|Class_C_betalactamases|ACT,11|20,1
1166,>MEG_457|Drugs|betalactams|Class_C_betalactamases|ACT,13|41,1
1167,>MEG_458|Drugs|betalactams|Class_C_betalactamases|ACT,17|43,3
1168,>MEG_473|Drugs|betalactams|Class_C_betalactamases|ACT,11|37,1
1169,>MEG_478|Drugs|betalactams|Class_C_betalactamases|ACT,36|85,1
1170,>MEG_479|Drugs|betalactams|Class_C_betalactamases|ACT,12|26,1
1172,>MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,142|606,1
1173,>MEG_503|Metals|Copper_resistance|Copper_resistance_protein|ACTPC,90|871,2
1175,>MEG_505|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTS,205|459,1
1176,>MEG_507|Drugs|betalactams|Class_C_betalactamases|ADC,37|64,1
1177,>MEG_508|Drugs|betalactams|Class_C_betalactamases|ADC,5|6,3
1179,>MEG_516|Drugs|betalactams|Class_C_betalactamases|ADC,16|56,1
1180,>MEG_517|Drugs|betalactams|Class_C_betalactamases|ADC,45|87,3
1181,>MEG_518|Drugs|betalactams|Class_C_betalactamases|ADC,29|100,1
1182,>MEG_519|Drugs|betalactams|Class_C_betalactamases|ADC,34|75,1
1183,>MEG_520|Drugs|betalactams|Class_C_betalactamases|ADC,42|127,1
1184,>MEG_522|Drugs|betalactams|Class_C_betalactamases|ADC,16|31,1
1185,>MEG_523|Drugs|betalactams|Class_C_betalactamases|ADC,9|24,1
1186,>MEG_524|Drugs|betalactams|Class_C_betalactamases|ADC,9|44,1
1187,>MEG_525|Drugs|betalactams|Class_C_betalactamases|ADC,6|18,1
1189,>MEG_529|Drugs|betalactams|Class_C_betalactamases|ADC,51|95,2
1190,>MEG_530|Drugs|betalactams|Class_C_betalactamases|ADC,42|128,1
1192,>MEG_535|Drugs|betalactams|Class_C_betalactamases|ADC,4|19,1
1193,>MEG_538|Drugs|betalactams|Class_C_betalactamases|ADC,2|9,1
1194,>MEG_539|Drugs|betalactams|Class_C_betalactamases|ADC,5|11,1
1197,>MEG_543|Drugs|betalactams|Class_C_betalactamases|ADC,3|5,2
1198,>MEG_544|Drugs|betalactams|Class_C_betalactamases|ADC,8|14,1
1200,>MEG_546|Drugs|betalactams|Class_C_betalactamases|ADC,2|3,16
1204,>MEG_556|Drugs|betalactams|Class_C_betalactamases|ADC,1|2,1
1209,>MEG_590|Drugs|betalactams|Class_C_betalactamases|ADC,6|21,4
1211,>MEG_596|Drugs|betalactams|Class_C_betalactamases|ADC,3|5,1
1212,>MEG_597|Drugs|betalactams|Class_C_betalactamases|ADC,10|12,1
1214,>MEG_601|Drugs|betalactams|Class_C_betalactamases|ADC,8|9,2
1215,>MEG_604|Drugs|betalactams|Class_C_betalactamases|ADC,36|49,1
1217,>MEG_621|Drugs|betalactams|Class_C_betalactamases|ADC,6|12,2
1218,>MEG_623|Drugs|betalactams|Class_C_betalactamases|ADC,31|88,1
1219,>MEG_624|Drugs|betalactams|Class_C_betalactamases|ADC,38|88,2
1220,>MEG_625|Drugs|betalactams|Class_C_betalactamases|ADC,24|65,1
1221,>MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC,68|122,1
1222,>MEG_627|Drugs|betalactams|Class_C_betalactamases|ADC,77|177,2
1223,>MEG_632|Drugs|betalactams|Class_C_betalactamases|ADC,24|41,2
1224,>MEG_633|Drugs|betalactams|Class_C_betalactamases|ADC,12|32,2
1225,>MEG_634|Drugs|betalactams|Class_C_betalactamases|ADC,10|21,1
1227,>MEG_639|Drugs|betalactams|Class_C_betalactamases|ADC,13|25,3
1228,>MEG_642|Drugs|betalactams|Class_C_betalactamases|ADC,3|7,2
1229,>MEG_643|Drugs|betalactams|Class_C_betalactamases|ADC,91|419,1
1231,>MEG_653|Drugs|betalactams|Class_C_betalactamases|ADC,15|24,1
1232,>MEG_654|Drugs|betalactams|Class_C_betalactamases|ADC,6|33,1
1233,>MEG_659|Drugs|betalactams|Class_C_betalactamases|ADC,1|4,3
1234,>MEG_665|Drugs|betalactams|Class_C_betalactamases|ADC,9|11,1
1235,>MEG_675|Drugs|betalactams|Class_C_betalactamases|ADC,8|10,2
1236,>MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,153|422,2
1237,>MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,210|1099,2
1238,>MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,196|517,1
1239,>MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED,90|393,2
1240,>MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE,130|1129,1
1241,>MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,76|140,1
1242,>MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,84|128,1
1243,>MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,217|1142,2
1244,>MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,200|519,1
1245,>MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,209|1128,1
1247,>MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,14|50,1
1248,>MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,13|70,1
1250,>MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,34|58,4
1252,>MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,30|125,1
1253,>MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,77|132,1
1256,>MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,105|266,1
1257,>MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,216|396,1
1258,>MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,235|347,1
1259,>MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,118|252,1
1260,>MEG_710|Drugs|betalactams|Class_B_betalactamases|AIM,170|327,1
1262,>MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,188|377,1
1263,>MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,185|478,1
1264,>MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,86|531,1
1265,>MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,79|324,1
1266,>MEG_718|Drugs|betalactams|Class_B_betalactamases|ALG,165|323,2
1267,>MEG_719|Drugs|betalactams|Class_B_betalactamases|ALG,147|267,1
1268,>MEG_720|Drugs|betalactams|Class_B_betalactamases|ALI,191|263,1
1269,>MEG_721|Drugs|betalactams|Class_B_betalactamases|ALI,180|274,1
1270,>MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,124|289,1
1272,>MEG_724|Drugs|betalactams|Class_C_betalactamases|AMPC,39|88,1
1273,>MEG_725|Drugs|betalactams|Class_C_betalactamases|AMPC,225|384,1
1274,>MEG_727|Drugs|betalactams|Class_C_betalactamases|AMPC,137|470,1
1275,>MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,14|47,1
1276,>MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,175|408,1
1277,>MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,125|400,1
1278,>MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA,129|405,1
1279,>MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,181|1022,2
1280,>MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,174|538,2
1281,>MEG_734|Drugs|betalactams|Class_B_betalactamases|ANA,153|276,2
1285,>MEG_760|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,34|49,3
1286,>MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1|4,3
1287,>MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,7|9,4
1288,>MEG_777|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2|5,5
1290,>MEG_781|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,5|11,1
1291,>MEG_782|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8|9,1
1292,>MEG_783|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9|13,1
1294,>MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1|3,1
1296,>MEG_808|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,5|18,1
1298,>MEG_820|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3|3,1
1299,>MEG_824|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,69|88,1
1300,>MEG_825|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,35|52,1
1302,>MEG_835|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,126|225,1
1303,>MEG_836|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,98|170,1
1304,>MEG_841|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8|8,1
1305,>MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26|26,2
1307,>MEG_851|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,33|36,3
1308,>MEG_852|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,6|8,1
1310,>MEG_857|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8|8,1
1312,>MEG_872|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,82|177,1
1313,>MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,48|54,4
1314,>MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2|7,1
1315,>MEG_889|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,7|9,1
1316,>MEG_898|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12|51,1
1317,>MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9|39,1
1318,>MEG_901|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,34|47,5
1320,>MEG_913|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,33|44,1
1321,>MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16|39,1
1322,>MEG_918|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,173|278,1
1323,>MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,38|99,1
1324,>MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,220|285,1
1325,>MEG_934|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,140|202,1
1326,>MEG_935|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,186|274,1
1327,>MEG_936|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,45|59,1
1329,>MEG_942|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1|9,1
1330,>MEG_946|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1|1,3
1331,>MEG_947|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,5|5,2
1332,>MEG_948|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,47|153,1
1333,>MEG_976|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,63|153,1
1334,>MEG_977|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,98|286,1
1335,>MEG_982|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,187|259,1
1336,>MEG_984|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,134|165,1
1339,>MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,196|312,1
1340,>MEG_990|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,109|363,2
1341,>MEG_991|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,185|317,1
1342,>MEG_992|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,184|285,1
1344,>MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,134|302,3
1345,>MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,137|323,1
1347,>MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,46|166,2
1348,>MEG_1002|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,179|293,1
1349,>MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,205|274,1
1350,>MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,225|295,1
1351,>MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,145|282,3
1352,>MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,152|199,1
1353,>MEG_1009|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,134|217,2
